2025-02-23 08:10:47,256 - INFO - Setup Verification Successful:
2025-02-23 08:10:47,256 - INFO - Network: Sonic Testnet (Chain ID: 57054)
2025-02-23 08:10:47,256 - INFO - Account: 0x4458f8944a8e9126EE74ee6934a662B2e5f82496
2025-02-23 08:10:47,257 - INFO - Balance: 9.9990 S
2025-02-23 08:10:47,257 - INFO - Contract: 0x713336e3B1A95c6f8Ad3CA610fD6B615Ba59a41E
2025-02-23 08:10:47,257 - INFO - Starting Sonic AI Trading Agent...
2025-02-23 08:28:12,241 - INFO - Current price: $0.5, Predicted: $9.463e-05
2025-02-23 08:29:13,919 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:30:14,959 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:31:16,501 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:32:18,139 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:33:18,805 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:34:20,117 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:35:20,915 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:36:22,455 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:37:24,126 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:38:24,802 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:39:26,261 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:40:27,892 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:41:29,351 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:42:30,881 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:43:33,021 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:44:33,719 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:45:34,824 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:46:36,461 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:47:38,006 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:48:39,535 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:49:41,251 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:50:41,856 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:51:43,317 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:52:44,002 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:53:45,525 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:54:46,974 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:55:48,608 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:56:50,152 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:57:50,749 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:58:52,408 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 08:59:53,936 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:00:55,384 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:01:57,052 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:02:57,723 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:03:58,746 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:05:00,445 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:06:01,994 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:07:03,471 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:08:05,073 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:09:05,679 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:10:07,150 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:11:07,849 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:12:08,836 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:13:10,338 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:14:11,948 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:15:13,524 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:16:15,046 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:17:15,722 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:18:17,333 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:19:17,931 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:20:19,602 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:21:21,059 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:22:21,658 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:23:23,314 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:24:23,918 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:25:25,454 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:26:26,545 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:27:28,138 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:28:28,754 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:29:30,249 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:30:32,154 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:31:32,752 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:32:33,834 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:33:35,292 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:34:37,210 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:35:37,914 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:36:38,967 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:37:40,476 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:38:42,209 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:39:42,938 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:40:44,873 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:41:46,580 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:42:48,045 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:43:48,636 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:44:50,476 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:45:51,917 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:46:52,815 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:47:54,808 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:48:56,346 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:49:56,944 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:50:58,610 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:51:59,986 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:53:00,980 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:54:02,513 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:55:04,067 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:56:05,550 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:57:07,168 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:58:07,776 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 09:59:09,298 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:00:09,994 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:01:11,583 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:02:13,030 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:03:13,897 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:04:15,358 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:05:15,956 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:06:16,963 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:07:18,429 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:08:19,508 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:09:21,148 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:10:21,858 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:11:23,538 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:12:25,168 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:13:25,780 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:14:27,341 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:15:29,100 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:16:29,746 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:17:30,844 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:18:32,453 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:19:33,947 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:20:35,021 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:21:36,110 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:22:36,814 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:23:38,322 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:24:38,990 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:25:40,521 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:26:42,102 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:27:43,893 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:28:45,604 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:29:47,201 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:30:49,054 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:31:50,796 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:32:51,828 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:33:53,577 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:34:55,017 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:35:55,659 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:36:57,274 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:37:57,938 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:38:58,839 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:40:00,460 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:41:02,021 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:42:03,544 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:43:05,238 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:44:05,924 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:45:06,887 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:46:08,529 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:47:09,998 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:48:10,663 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 10:49:12,225 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 11:21:39,893 - ERROR - Lost connection to Sonic network. Retrying...
2025-02-23 12:28:41,449 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 13:51:12,755 - ERROR - Lost connection to Sonic network. Retrying...
2025-02-23 13:53:01,708 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 14:54:45,293 - ERROR - Lost connection to Sonic network. Retrying...
2025-02-23 15:53:16,565 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 16:13:31,099 - ERROR - Lost connection to Sonic network. Retrying...
2025-02-23 17:06:57,817 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:07:59,285 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:09:00,895 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:10:02,540 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:11:03,983 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:12:05,633 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:13:07,317 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:14:08,900 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:15:10,337 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:16:11,843 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:17:13,408 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:18:14,984 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:19:16,616 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:20:18,072 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:21:18,738 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:22:20,426 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:23:21,979 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:24:23,425 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:25:24,450 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:26:25,483 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:27:26,911 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:28:28,558 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:29:30,014 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:30:31,531 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:31:32,567 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:32:34,128 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:33:34,732 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:34:35,716 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:35:37,182 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:36:37,784 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:37:39,368 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:38:40,003 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:39:41,512 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:40:43,086 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:41:43,692 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:42:45,127 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:43:45,848 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:44:47,311 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:45:47,982 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:46:49,508 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:47:50,387 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:48:52,159 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:49:52,859 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:50:54,427 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:51:55,958 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:52:57,500 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:53:58,437 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:54:59,979 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:56:01,112 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:57:01,742 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:58:03,279 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 17:59:03,969 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 18:00:05,521 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 18:01:07,085 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 18:02:07,857 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 18:03:09,350 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 18:04:10,893 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 18:05:12,537 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 18:06:14,081 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 18:07:15,623 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 18:42:38,666 - ERROR - Lost connection to Sonic network. Retrying...
2025-02-23 18:44:25,016 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 18:55:58,205 - ERROR - Lost connection to Sonic network. Retrying...
2025-02-23 18:56:30,210 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 18:57:30,865 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 18:58:31,914 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 18:59:32,525 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:00:33,957 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:01:34,733 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:02:35,640 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:03:37,080 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:04:37,785 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:05:38,686 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:06:40,185 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:07:41,727 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:08:43,266 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:09:43,860 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:10:45,406 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:11:46,859 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:12:47,800 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:13:49,033 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:14:50,549 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:15:51,980 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:16:52,663 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:17:54,118 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:18:54,844 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:19:56,402 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:20:57,986 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:21:58,713 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:22:59,747 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:24:01,178 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:25:01,909 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:26:03,472 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:27:04,940 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:28:06,484 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:29:08,115 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:30:08,737 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:31:09,690 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:32:11,273 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:33:11,867 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:34:13,388 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:35:14,898 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:36:16,367 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:37:17,787 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:38:19,370 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:39:20,902 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:40:22,425 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:41:23,384 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:42:24,892 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:43:26,319 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:44:27,874 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:45:29,328 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:46:30,873 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:47:32,402 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:48:33,476 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:49:34,989 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:50:35,817 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:51:37,288 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:52:37,893 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:53:39,535 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:54:41,082 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:55:41,660 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:56:43,259 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:57:43,856 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:58:44,912 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 19:59:46,556 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:00:48,099 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:01:48,772 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:02:49,857 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:03:51,395 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:04:52,969 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:05:54,506 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:06:56,022 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:07:56,704 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:08:58,292 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:09:58,880 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
2025-02-23 20:11:00,444 - INFO - Current price: $9.463e-05, Predicted: $9.463e-05
